8859_1,,
MilliSecond,"millisecond","singular translation of a 1/1000 of a second; "
MilliSeconds,"milliseconds","plural translation of a 1/1000 of a second; "
Second,"second","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"seconds","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"minute","singular translation of a 1/60th of an hour; "
Minutes,"minutes","plural translation of a 1/60th of an hour; "
Hour,"hour","singular translation for a hour unit of measure; "
Hours,"hours","plural translation for a hour unit of measure; "
Day,"day","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"days","Plural translation for the unit of measure that represents 1/7th of a week; "
