Cp1252
"Application",a001,"Home","Inicio",""
"Application",a002,"Data Tables","Tablas de datos",""
"Application",a003,"Welcome to AribaWeb!","Bienvenido a AribaWeb",""
"Application",a004,"Actions","Acciones",""
"Application",a005,"Documentation","Documentación",""
"Application",a006,"Pivot Tables","Tablas dinámicas",""
"Application",a007,"Forms","Formularios",""
"Application",a008,"Mini App","Mini aplicación",""
"Application",a009,"Favorites","Favoritos",""
"HomeContent",a001,"<b><a href=""http://aribaweb.org"" target=""_blank"">AribaWeb</a> is the Open Source component-based web application development framework for creating rich, AJAX-enabled applications with the absolute minimum of code (and no hand-coded Javascript).</b> The AW distribution includes both the (relatively) low-level core rendering and request handling framework (ariba.aribaweb) as well as a higher level library of ui components (ariba.widgets, ariba.metaui, ...)","<b><a href=""http://aribaweb.org"" target=""_blank"">AribaWeb</a> es el marco de desarrollo de aplicación web basada en un componente de código abierto, que sirve para crear aplicaciones de gran riqueza, compatibles con AJAX, con el código mínimo (y sin edición directa de Javascript).</b> La distribución de Ariba Web incluye tanto la renderización básica de (relativo) bajo nivel y el marco de manejo de solicitudes (ariba.aribaweb) como una biblioteca de más alto nivel de componentes de interfaz de usuario (ariba.widgets, ariba.metaui, ...)",""
"HomeContent",a002,"The Demo Application","La aplicación de demostración",""
"HomeContent",a003,"This application shows off some of AW's bundled widgets. Click across the tabs at the top and explore <b>{0}Data Tables{/0}</b>, <b>{1}Pivot Tables{/1}</b>, <b>{2}Data Forms{/2}</b> (of both the template-specified and meta-data derived varieties), and a more complex <b>{3}Mini App{/3}</b> (simulated Expense Report editor) that pulls some of this together.","Esta aplicación muestra alguno de los widgets agrupados de Ariba Web. Haga clic en las pestañas de la parte superior y explore <b>{0}Tablas de datos{/0}</b>, <b>{1}Tablas dinámicas{/1}</b>, <b>{2}Formularios de datos{/2}</b> (tanto de la variedad especificada por plantilla como de metadatos), y una más compleja <b>{3}Mini aplicación{/3}</b> (simulación de un editor de informe de gastos) reune a algunos de éstos.",""
"HomeContent",a004,"Try selecting <b>Component Inspector</b> from the <b>AW Options</b> link above...","Seleccione <b>Show Component Inspector</b> en el enlace <b>AW Options</b>.",""
"HomeContent",a005,"<h2>Source Search</h2> Check out the <b>{0}Documentation{/0}</b> tab for to search or browse the AribaWeb documentation and source code.","<h2>Búsqueda de la fuente</h2> Revise la pestaña <b>{0}Documentación{/0}</b> para buscar o examinar la documentación y código fuente de AribaWeb.",""
"Toc",a001,"Browse","Examinar",""
"Toc",a002,"Documentation","Documentación",""
"Toc",a003,"Component Inspector","Component Inspector",""
"Toc",a004,"Gallery","Galería",""
"Toc",a005,"Data Tables","Tablas de datos",""
"Toc",a006,"Pivot Tables","Tablas dinámicas",""
"Toc",a007,"Forms (MetaUI)","Formularios (MetaIU)",""
"Toc",a008,"File Upload","Carga de archivos",""
"Toc",a009,"Fun","Cosas entretenidas",""
"Toc",a010,"Master Detail app","Aplicación Master de detalles",""
"Toc",a011,"YouTube Browser","Navegador de YouTube",""
"Toc",a012,"Charts","Gráficos",""
"Toc",a013,"Maps","Mapas",""
"Toc",a014,"Mail Reader","Lector de correo",""
"Toc",a015,"Map Race","Seguimiento de rutas",""
"Toc",a016,"Tests","Pruebas",""
"Toc",a017,"Refresh Region Test","Actualizar prueba de región",""
