Big5
"Initialization",1,"AribaWeb Demonstration","AribaWeb 示範",""
"Initialization",2,"Sign in","登入",""
"Initialization",3,"Welcome %s","歡迎 %s",""
"Initialization",4,"(Not logged in)","(未登入)",""
"Initialization",5,"Home","首頁",""
"Initialization",6,"Logout","登出",""
"Initialization",7,"Logout","登出",""
"Initialization",8,"Preferences","喜好設定",""
