Shift_JIS,,
MilliSecond,"ƒ~ƒŠ•b","singular translation of a 1/1000 of a second; "
MilliSeconds,"ƒ~ƒŠ•b","plural translation of a 1/1000 of a second; "
Second,"•b","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"•b","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"•ª","singular translation of a 1/60th of an hour; "
Minutes,"•ª","plural translation of a 1/60th of an hour; "
Hour,"ŽžŠÔ","singular translation for a hour unit of measure; "
Hours,"ŽžŠÔ","plural translation for a hour unit of measure; "
Day,"“ú","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"“ú","Plural translation for the unit of measure that represents 1/7th of a week; "
