Cp1252
"Initialization",1,"AribaWeb Demonstration","Demonstração do AribaWeb",""
"Initialization",2,"Sign in","Acessar",""
"Initialization",3,"Welcome %s","Bem-vindo %s",""
"Initialization",4,"(Not logged in)","(Não conectado)",""
"Initialization",5,"Home","Início",""
"Initialization",6,"Logout","Sair",""
"Initialization",7,"Logout","Sair",""
"Initialization",8,"Preferences","Preferências",""
