KS_C_5601-1987
"Initialization",1,"AribaWeb Demonstration","AribaWeb 데모",""
"Initialization",2,"Sign in","로그인",""
"Initialization",3,"Welcome %s","%s 시작",""
"Initialization",4,"(Not logged in)","(로그인되지 않음)",""
"Initialization",5,"Home","홈",""
"Initialization",6,"Logout","로그아웃",""
"Initialization",7,"Logout","로그아웃",""
"Initialization",8,"Preferences","기본 설정",""
