Cp1252,,
MilliSecond,"Millisekunde","singular translation of a 1/1000 of a second; "
MilliSeconds,"Millisekunden","plural translation of a 1/1000 of a second; "
Second,"Sekunde","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"Sekunden","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"Minute","singular translation of a 1/60th of an hour; "
Minutes,"Minuten","plural translation of a 1/60th of an hour; "
Hour,"Stunde","singular translation for a hour unit of measure; "
Hours,"Stunden","plural translation for a hour unit of measure; "
Day,"Tag","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"Tage","Plural translation for the unit of measure that represents 1/7th of a week; "
