Cp1252
"Initialization",1,"AribaWeb Demonstration","AribaWeb-Demo",""
"Initialization",2,"Sign in","Anmelden",""
"Initialization",3,"Welcome %s","Willkommen, %s",""
"Initialization",4,"(Not logged in)","(Nicht angemeldet)",""
"Initialization",5,"Home","Startseite",""
"Initialization",6,"Logout","Abmelden",""
"Initialization",7,"Logout","Abmelden",""
"Initialization",8,"Preferences","Voreinstellungen",""
