integrationMaster.alert.amf.base, "Varselsmeldinger for hovedkomponenten i meldingsrammeverket"
integrationMaster.batchCommit, "Meldinger som gjelder satsvis skriving"
integrationMaster.cds, "CDS-relatert logging"
integrationMaster.amfBaseMaster, "Meldingsrammeverkbasis - originallogging"
integrationMaster.amfBaseMaster.integrationMeta, "Logging av integrasjonsmetadata"
integrationMaster.amfBaseMaster.integrationMetaDetails, "Logging av metadatadetaljer for integrasjon"
integrationMaster.amfBaseMaster.integrationObjectAdapter, "Alle meldinger som gjelder integrasjonsobjektadapter"
integrationMaster.amfBaseMaster.integrationObjectAdapterDetails, "Alle detaljerte meldinger som gjelder integrasjonsobjektadapter"
integrationMaster.amfBaseMaster.integrationObjectNotifications, "Meldinger som gjelder varsler om integrasjonsobjekt"
integrationMaster.amfBaseMaster.integrationPersistence, "Fast integrasjon: konfigurasjonsmetadata"
integrationMaster.amfBaseMaster.integrationQueryservice, "forespørselsrelaterte meldinger under integrasjon av data"
integrationMaster.convapiChannelMaster,"Alle Convapi-kanalmeldinger"
integrationMaster.fileChannelMaster, "Alle filkanalmeldinger"
integrationMaster.fileChannelMaster.dataExport, "Logger data under eksport av filkanal"
integrationMaster.fileChannelMaster.dataImport, "Logger data under import av filkanal"
integrationMaster.fileChannelMaster.event, "Logger hendelsesinfo for filkanal"
integrationMaster.fileChannelMaster.fileChannelConfiguration, "Filkanal: konfigurasjonsmeldinger"
integrationMaster.fileChannelMaster.fileChannelEncoder, "Filkanal: kodermeldinger"
integrationMaster.fileChannelMaster.fileChannelDataLoad, "Filkanal: datalastingsmeldinger"
integrationMaster.fileChannelMaster.fileExport, "Filkanal: eksportrelaterte meldinger"
integrationMaster.fileChannelMaster.fileIO, "Loggfiler: inn/ut-relaterte meldinger"
integrationMaster.integrationEvent, "Informasjon om integrerte hendelser"
integrationMaster.wsChannelMaster, "Alle meldinger som gjelder webtjenestekanal"
integrationMaster.wsChannelMaster.wsChannelConfiguration, "Konfigurasjonsmeldinger for webtjenestekanal"
integrationMaster.wsChannelMaster.wsChannelEncoder, "Kodermeldinger for webtjenestekanal"
integrationMaster.wsChannelMaster.wsChannelDataLoad, "Datalastingsmeldinger for webtjenestekanal"
integrationMaster.wsChannelMaster.wsChannelMigration, "Overføringsmeldinger for webtjenestekanal"
integrationMaster.wsChannelMaster.wsExport, "Eksportrelaterte meldinger for webtjenestekanal"
integrationMaster.wsChannelMaster.wsIO, "Logger inn/ut-relaterte meldinger for webtjeneste"
integrationMaster.wsChannelDetails.wsMessages, "Logger innholdet til alle utvekslede XML-meldinger"
integrationMaster.httpChannelMaster, "Alle meldinger for http-kanal"
integrationDetailMaster.httpChannelMaster, "Alle detaljerte meldinger for http-kanal"
integrationMaster.httpChannelMaster.httpChannelConfiguration, "Meldinger som gjelder konfigurasjon av http-kanal"
integrationMaster.httpChannelMaster.httpChannelEncoder, "Meldinger som gjelder koding/dekoding i HTTP-kanal"
integrationMaster.httpChannelMaster.httpIO, "Logger inn/ut-relaterte meldinger i http-kanal"
integrationMaster.channelTibcoMaster.integrationTop, "Brukes til å identifisere hvilke hendelser som er i køen fra Ariba-serveren"
integrationMaster.channelTibcoMaster.integrationExternal, "Logg tilknyttet alle eksterne prosesser som vi starter."
integrationMaster.channelTibcoMaster.integrationVendor_TibcoDetails, "Logg fra tredjepartsforhandler"
integrationMaster.channelTibcoMaster.integrationVendor_Tibco_TPMDetails, "Tibco Process Manager: detaljerte meldinger"
integrationMaster.channelTibcoMaster.integrationVendor_Tibco_TPM, "Tibco Process Manager: meldinger"
integrationMaster.channelTibcoMaster, "Dette er en overordnet kategori for å slå på Tibco-logging."
integrationMaster.channelTibcoMaster.integrationVendor_Tibco, "Logg fra tredjepartsforhandler"
integrationMaster.clientutil, "Logg fra klientverktøy som brukes i integrasjonssammenheng"
integrationMaster.integrationConfiguration, "Logging av integrasjonskonfigurasjon"
integrationDetailMaster.integrationConfiguration, "Logging av detaljer for integrasjonskonfigurasjon"
integrationMaster.integrationDecoder, "Logging av integrasjonsdekoder"
integrationMaster.integrationEncoder, "Logging av integrasjonskoder"
integrationDetailMaster.integrationEncoder, "Logging av integrasjonskoderdetaljer"
integrationDetailMaster.integrationDecoder, "Logging av integrasjonsdekoderdetaljer"
integrationMaster.integrationMessageContext, "Informasjon som gjelder meldingsinnhold"
integrationMaster.integrationMigration, "Overføringsrelaterte meldinger"
integrationMaster.integrationUtil, "Meldinger fra integrasjonsverktøyklasser"
integrationMaster.sqlChannelMaster, "Alle meldinger for SQL-kanal"
integrationMigration, "Logging av integrasjonsoverføring"
integrationObjectAPI, "Alle API-relaterte meldinger for integrasjonsobjekter"
integrationReceive, "Mottakshendelser for integrasjon"
integrationSend, "Sendingsrelaterte meldinger for integrasjon"
integrationTop, "Identifiser hvilke hendelser som er i køen fra Ariba-serveren"
integrationVendor_CSV, "Alle kanalmeldinger for CSV-integrasjon"
internodes, "Kommunikasjon mellom nodemeldinger"
invoicingPerf, "Sporer informasjon om faktureringsytelse"
invoicingUI,  "Fakturering: brukergrensesnittrelatert sporing"
isDriver, "Drivermeldinger"
isError, "Integrasjonsserver: feilmeldinger"
isMapping, "Tilordningsmeldinger"
isMaster, "Integrasjonsservermeldinger, dekker isServer, aribaISServer og isDriver"
isMeta, "Metadatameldinger"
isMisc, "Integrasjonsserver: diverse feilmeldinger"
isServer, "Meldinger sendt til integrasjonsserveren"
j2ee, "Meldinger som gjelder bruk av J2EE-teknologi"
javagroups, "Meldinger som gjelder JavaGroups"
javascript, "Meldinger som gjelder utføring av JavaScript"
jdbc, "JDBC-advarsler og isolasjonsmodus for transaksjoner i databasen"
jdbcperf, "JDBC-driverytelse: logger meldinger"
kitting, "Sporing som gjelder katalogsett, f.eks. innhenting av katalogelementer"
laborKit, "Sporing for arbeidssett"
layout, "Kompilerer skjema fra XML"
layout.classMappings,"Klassetildelinger og felttildelinger fra metadata"
locale, "LocaleID-relatert feilsøkingsinfo"
lockSnoop, "Lås-snooping på lavt nivå for feilsøking av vranglåser og leselåser"
login, "Klientpålogging og -avlogging"
lruCheck, "Utfør konsekvenskontroller på LRU-tabeller"
lruDebug, "Dump LRU-tabeller ved endring av størrelse og rydding (uttrykkelig med lruCheck)"
lruPurge, "Merk! Objekter fjernes fra LRU-tabeller"
mapCluster, "Skriv ut en linje for hvert objekt som er tilordnet klienten"
mapIds, "Serverkart med IDer til objekter"
massEdit,  "Sporer mengderedigeringsinfo"
massEditLow,  "Sporing for mengderedigering på lavt nivå"
masterAgreementUI, "Kontrakt: brukergrensesnittrelatert sporing"
messaging, "Informasjon om meldingsinfrastruktur"
messaging.details, "Detaljert informasjon om meldingsinfrastrukturen"
meta, "Behandling av metadata"
