Cp1252
"Initialization",1,"AribaWeb Demonstration","Démonstration AribaWeb",""
"Initialization",2,"Sign in","S'inscrire",""
"Initialization",3,"Welcome %s","Bienvenue %s",""
"Initialization",4,"(Not logged in)","(Non connecté)",""
"Initialization",5,"Home","Accueil",""
"Initialization",6,"Logout","Déconnexion",""
"Initialization",7,"Logout","Déconnexion",""
"Initialization",8,"Preferences","Préférences",""
