integrationMaster.fileChannelMaster.fileChannelDataLoad, "Messaggi caricamento dati canale file"
integrationMaster.fileChannelMaster.fileExport, "Messaggi relativi all'esportazione del canale dei file"
integrationMaster.fileChannelMaster.fileIO, "Registra i messaggi relativi all'I/O dei file"
integrationMaster.integrationEvent, "Informazioni sugli eventi di integrazione"
integrationMaster.wsChannelMaster, "Tutti i messaggi del canale di servizio Web"
integrationMaster.wsChannelMaster.wsChannelConfiguration, "Messaggi di configurazione del canale di servizio Web"
integrationMaster.wsChannelMaster.wsChannelEncoder, "Messaggi di codifica del canale di servizio Web"
integrationMaster.wsChannelMaster.wsChannelDataLoad, "Messaggi di caricamento dati del canale di servizio Web"
integrationMaster.wsChannelMaster.wsChannelMigration, "Messaggi di migrazione del canale di servizio Web"
integrationMaster.wsChannelMaster.wsExport, "Messaggi correlati all'esportazione del canale di servizio Web"
integrationMaster.wsChannelMaster.wsIO, "Registra i messaggi correlati a IO del servizio Web"
integrationMaster.wsChannelDetails.wsMessages, "Registra il contenuto di tutti i messaggi XML scambiati"
integrationMaster.httpChannelMaster, "Tutti i messaggi del canale http"
integrationDetailMaster.httpChannelMaster, "Tutti i messaggi dei dettagli del canale http"
integrationMaster.httpChannelMaster.httpChannelConfiguration, "Messaggi relativi alla configurazione del canale http"
integrationMaster.httpChannelMaster.httpChannelEncoder, "Messaggio relativo alla codifica/decodifica nel canale HTTP"
integrationMaster.httpChannelMaster.httpIO, "Messaggi relativi all'IO delle registrazioni nel canale http"
integrationMaster.channelTibcoMaster.integrationTop, "Utilizzato per identificare quali eventi sono in coda da Ariba Server"
integrationMaster.channelTibcoMaster.integrationExternal, "Registro associato con qualsiasi processo esterno avviato."
integrationMaster.channelTibcoMaster.integrationVendor_TibcoDetails, "Registro di fornitore esterno"
integrationMaster.channelTibcoMaster.integrationVendor_Tibco_TPMDetails, "Messaggi con dettagli di Tibco Process Manager"
integrationMaster.channelTibcoMaster.integrationVendor_Tibco_TPM, "Messaggi di Tibco Process Manager"
integrationMaster.channelTibcoMaster, "Questa è una categoria principale per attivare la funzione di registro Tibco."
integrationMaster.channelTibcoMaster.integrationVendor_Tibco, "Registro di fornitore esterno"
integrationMaster.clientutil, "Registro dalle utilità client richiamato nel contesto dell'integrazione"
integrationMaster.integrationConfiguration, "Registrazione della configurazione di integrazione"
integrationDetailMaster.integrationConfiguration, "Registrazione dei dettagli della configurazione di integrazione"
integrationMaster.integrationDecoder, "Registrazione dello strumento di decodificazione di integrazione"
integrationMaster.integrationEncoder, "Registrazione codificatore integrazione"
integrationDetailMaster.integrationEncoder, "Registrazione dettagli codificatore di integrazione"
integrationDetailMaster.integrationDecoder, "Registrazione dettagli decodificatore di integrazione"
integrationMaster.integrationMessageContext, "Informazioni relative al contesto del messaggio"
integrationMaster.integrationMigration, "Messaggi relativi alla migrazione"
integrationMaster.integrationUtil, "Messaggi dalle classi della utilità di integrazione"
integrationMaster.sqlChannelMaster, "Tutti i messaggi del canale SQL"
integrationMigration, "Registrazione della migrazione di integrazione"
integrationObjectAPI, "Tutti i messaggi relativi all'API dell'oggetto di integrazione"
integrationReceive, "Eventi di ricezione integrazione"
integrationSend, "Messaggi relativi all'invio dell'integrazione"
integrationTop, "Identifica gli eventi in coda dal server Ariba"
integrationVendor_CSV, "Tutti i messaggi del canale di integrazione CSV"
internodes, "Comunicazione tra i messaggi dei nodi"
invoicingPerf, "Rilevamento informazioni prestazioni fatturazione"
invoicingUI,  "Rilevamento relativo all'interfaccia utente fatturazione"
isDriver, "Messaggi driver"
isError, "Messaggi di errore del server di integrazione"
isMapping, "Messaggi di mapping"
isMaster, "Messaggi del server di integrazione, relativi a isServer, aribaISServer e isDriver"
isMeta, "Messaggi metadati"
isMisc, "Messaggi vari del server di integrazione"
isServer, "Messaggi inviati al server di integrazione"
j2ee, "Messaggi relativi all'utilizzo delle tecnologie J2EE"
javagroups, "Messaggi relativi a JavaGroups"
javascript, "Messaggi relativi all'esecuzione di Javascript"
jdbc, "Avvisi JDBC e modalità di isolamento transazioni del database"
jdbcperf, "Messaggi registrazione prestazioni driver JDBC"
kitting, "Rilevamento kit correlati al catalogo, ad esempio insiemi di articoli di catalogo"
laborKit, "Rilevamento kit manodopera"
layout, "Compilazione schemi da XML"
layout.classMappings,"Mapping di classe e campo dai metadati"
locale, "Informazioni di debugging relative a LocaleID"
lockSnoop, "Esame blocchi di basso livello per il debug di blocchi critici e di blocchi di lettura ritenuti"
login, "Login e disconnessioni client"
lruCheck, "Esegue controlli di coerenza nelle tabelle LRU"
lruDebug, "Elimina tabelle LRU durante il ridimensionamento e la pulizia (dettagliate con lruCheck)"
lruPurge, "Annota gli oggetti rimossi dalle tabelle LRU"
mapCluster, "Stampa una riga per ciascun oggetto di cui si è eseguito il mapping sul client"
mapIds, "Mappe del server degli ID agli oggetti"
massEdit,  "Rilevamento informazioni modifiche di massa"
massEditLow,  "Rilevamento livello basso modifiche di massa"
masterAgreementUI, "Rilevamento relativo all'interfaccia utente contratto"
messaging, "Informazioni relative all'infrastruttura di messaggistica"
messaging.details, "Informazioni dettagliate relative all'infrastruttura di messaggistica"
meta, "Elaborazione metadati"
metaDataResolver, "Messaggi relativi al risolutore XML di metadati"
meta.modification, "Messaggi relativi alle modifiche dei metadati di run-time"
metaValidation, "Convalida metadati"
migrationDetails, "Messaggi di debug relativi alla migrazione"
mobile, "Messaggi relativi al client mobile"
modify, "Modifica operazioni"
nestedSession, "Rilevamento sessione nidificata"
net, "Messaggi relativi alla rete"
nodeassignment, "Messaggi AssignmentManager"
notification, "Messaggi relativi alla notifica per posta elettronica"
objectOperations, "Operazioni di salvataggio oggetto di basso livello e di impostazione campi"
objectValidationSanityCheck, "Assicurarsi che le condizioni di validità della convalida degli oggetti vengano definite nella giusta posizione"
objectViewers, "Tutti i messaggi del visualizzatore dettagli oggetto"
onClient, "Rilevamento delle operazioni di transazione del client"
org.apache.axis, "Registrazione Apache Axis"
packager.appcore, "Rilevamento delle operazioni di raggruppamento per la personalizzazione"
page, "Rilevamento generazione pagina"
paramReference, "Rilevamento informazioni applicazioni condivise (AppInfo)"
parameters, "Rilevamento per il componente dei parametri in generale"
partner, "Categoria per i messaggi dei partner Ariba"
perfLog, "Registrazione delle prestazioni"
perfLog.trace, "Registrazione rilevamento prestazioni basata sulle richieste"
perfLog.detail, "Analisi dettagliata dei dati di rilevamento per-metrici"
perfLog.exception, "Monitoraggio e registrazione di operazioni di lunga durata"
portlet, "Generazione contenuto portlet"
preferences, "Mostra l'attività di impostazione delle preferenze del client"
printOnMap, "Stampa i cluster se associati al client"
psoftAdapter, "Messaggi relativi a PeopleSoft"
punchout, "Rilevamento delle informazioni PunchOut"
punchout.analysis, "Informazioni sugli strumenti PunchOut per l'integrazione con Analysis"
queryperf, "Informazioni sulle prestazioni delle query AQL"
queryPathNode,"Richiedi informazioni sul nodo del percorso durante l'esecuzione di una query in memoria"
receivingUI, "Rilevamento ricezione informazioni UI"
chargeUI, "Rilevamento informazioni UI spesa"
recentUserChoice, "Rilevamento delle informazioni sulle scelte degli utenti recenti"
record, "Informazioni sulla cronologia articoli"
rpcPerf, "Informazioni RPC di livello superiore per la regolazione di StartupProfile"
rpcRecv, "Tutte le ricezioni RPC"
rpcSend, "Tutti gli invii RPC"
rpcStatus, "Mostra lo stato degli RPC in sospeso"
rpcWarning, "Avvisi sui ritardi RPC"
rules, "Rilevamento delle informazioni sulle regole"
runtime,  "Runtime di basso livello"
sapadapter, "Messaggi relativi a SAP"
save, "Salvataggi client"
saveSubs, "Salvataggio e ripristino degli abbonamenti"
scheduler, "Rilevamento motore di pianificazione"
scheduler.amf.base, "Messaggi relativi alle attività pianificate di messaggistica"
scheduler.appcore, "Rilevamento a livello di applicazione di pianificazione"
scheduler.nodeassignment,"Messaggi di assegnazione nodo di pianificazione"
script, "Messaggi dagli script"
searchindex, "Rilevamento relativo all'indice di ricerca nei cataloghi"
searchui, "Rilevamento relativo all'interfaccia utente per la ricerca nei cataloghi"
security, "Messaggi relativi alla sicurezza"
selectClusterRoot, "Messaggi relativi alla ricostituzione degli oggetti"
serverCache, "Messaggi relativi alla gestione della cache del server"
serverMonitor, "Operazioni Server Monitor"
serverOps, "Operazioni server richieste dal client"
