Shift_JIS,,,,
"AribaShutdownWarning",a001,"Re-authentication Request","再認証要求",""
"AribaShutdownWarning",a002,"Finish Work","作業を終了する",""
"AribaShutdownWarning",a003,"Refresh Session","セッションをリフレッシュ",""
"AribaShutdownWarning",a004,"Return To Home","ホームに戻る",""
"Chooser",1,"(none selected)","(未選択)",""
"Chooser",2,"{0} more selected...","この他に{0}項目が選択されています...",""
"Chooser",3,"No match found","一致項目が見つかりませんでした",""
"Chooser",a001,"Search for more","検索",""
"Chooser",a002,"Select from the list","一覧から選択",""
"Chooser",a003,"Add another selection","選択項目を追加",""
"Chooser",a004,"Remove selection","選択項目から削除",""
"Chooser",a005,"Multiple selections allowed","複数選択可能",""
"ChooserPanel",1,"Choose Values","値の選択",""
"ChooserPanel",2,"Choose Value","値の選択",""
"ChooserPanel",a002,"Search","検索",""
"ChooserPanel",a003,"Add to Currently Selected","現在の選択項目に追加",""
"ChooserPanel",a004,"Currently Selected","現在の選択項目",""
"ChooserPanel",a005,"Value","値",""
"ClientPanelWrapper",a001,"OK Button","OK ボタン",""
"ClientPanelWrapper",a002,"OK","OK",""
"ClientPanelWrapper",a003,"Cancel Button","キャンセルボタン",""
"ClientPanelWrapper",a004,"Cancel","キャンセル",""
"ClientPanelWrapper",a005,"Done Button","終了ボタン",""
"ClientPanelWrapper",a006,"Done","終了",""
"Confirmation",a001,"Confirm Action","処理の確認",""
"Confirmation",a002,"Are you sure?","この処理を実行しますか?",""
"Confirmation",a003,"OK","OK",""
"Confirmation",a004,"Cancel","キャンセル",""
"Confirmation",a005,"Cancel","キャンセル",""
"DateField",1,"Enter date: %s","日付を入力します: %s","example date format"
"DateField",2,"Enter date: mm/dd/yyyy","日付を入力します: mm/dd/yyyy","accessibility enabled example date format"
"DateField",3,"Date field is disabled","日付フィールドが無効です","accessibility enabled date field disabled message"
"DateField",a001,"Select a date from the calendar","カレンダーから日付を選択します",""
"DateField",a002,"Calendar is disabled","カレンダーが無効です",""
"ErrorFlag",a001,"Error","エラー",""
"ErrorIndicator",a001,"Required Field","必須フィールド","alt text for required field indicator"
"ErrorIndicator",a002,"Error","エラー","alt text for form input error indicator"
"ErrorIndicator",a003,"Warning","注意","alt text for form input warning indicator"
"FileBrowser",a001,"Directory Listing For","ディレクトリの一覧の対象","title followed by directory path"
"FileBrowser",a002,"Name","名前",""
"FileBrowser",a003,"Size","サイズ",""
"FileBrowser",a004,"Last Modified","前回の変更",""
"FileBrowser",a005,"Open","開く","Button to open a file or directory"
"FileBrowser",a006,"Select","選択","Button to select a file or directory"
"FileBrowser",a007,"Up To","上へ","Button to go to parent directory"
"FileUploadStatusBar",a001,"Uploading file...","ファイルをアップロードしています...",""
"FooterLinks",a001,"POWERED BY", "POWERED BY", "powered by Ariba text"
"HintMessage",a001,"* indicates required field","* は必須フィールドです",""
"HintMessage",a002,"How to","使い方",""
"HintMessage",a003,"Screen Details","詳細説明",""
"ModalPageWrapper",a001,"OK Button","OK ボタン",""
"ModalPageWrapper",a002,"OK","OK",""
"ModalPageWrapper",a003,"Cancel Button","キャンセルボタン",""
"ModalPageWrapper",a004,"Cancel","キャンセル",""
"ModalPageWrapper",a005,"Done Button","終了ボタン",""
"ModalPageWrapper",a006,"Done","終了",""
"ModalWindowWrapper",a001,"OK","OK",""
"ModalWindowWrapper",a002,"Cancel","キャンセル",""
"OutlineBox",1,"Minimize","表示を最小化します","Tooltip on collapse button"
"OutlineBox",2,"Maximize this view","表示を最大化します","Tooltip on expand button"
"OutlineBox",a001,"Expand to view the contents of this section.","このセクションの内容を表示するには、展開表示します。",""
"PageErrorPanel",1,"There are {0} problems that require completion or correction in order to complete your request.", "{0}項目が未入力またはエラーのため、完了できません。","plural version of the msg"
"PageErrorPanel",2,"There is {0} problem that requires completion or correction in order to complete your request.", "{0}項目が未入力またはエラーのため、完了できません。","singular version of the msg"
"PageErrorPanel",3,"Mouse over the red icons to learn more.  Use the <b><i>Next</i></b> and <b><i>Previous</i></b> links to step through the errors as needed.","エラーの詳細を表示するには、赤のアイコンの上にマウスポインタを置きます。[次へ] および [前へ] をクリックすると、エラー箇所を順番に確認できます。<b></b><i></i><b></b><i></i>",""
"PageErrorPanel",4,"There are {0} warnings that require your attention.  Please try again if you want to proceed after reviewing the warnings.","注意箇所が{0}個あります。これらの注意箇所を確認してから続行するには、確認後にもう一度実行してください。","plural version of the msg"
"PageErrorPanel",5,"There is {0} warning that requires your attention.  Please try again if you want to proceed after reviewing the warning.","注意箇所が{0}個あります。この注意箇所を確認してから続行するには、確認後にもう一度実行してください。","singular version of the msg"
"PageErrorPanel",6,"Maximize this view","表示を最大化",""
"PageErrorPanel",7,"Minimize this view","表示を最小化",""
"PageErrorPanel",a001,"Expand to see the full message.","メッセージ全体を表示するには拡張します。",""
"PageErrorPanel",a002,"&#60; Previous","&#60; 前へ",""
"PageErrorPanel",a003,"Next &#62;","次へ &#62;",""
"PageErrorPanel",a004,"Go To Problem Location &#62;","問題発生箇所を表示 &#62;",""
"PageErrorPanel",a005,"Error","エラー",""
