Cp1252
"Initialization",1,"AribaWeb Demonstration","AribaWeb demonstratie",""
"Initialization",2,"Sign in","Aanmelden",""
"Initialization",3,"Welcome %s","Welkom %s",""
"Initialization",4,"(Not logged in)","(niet aangemeld)",""
"Initialization",5,"Home","Introductiepagina",""
"Initialization",6,"Logout","Afmelden",""
"Initialization",7,"Logout","Afmelden",""
"Initialization",8,"Preferences","Voorkeuren",""
