Cp1252,,
MilliSecond,"milliseconde","singular translation of a 1/1000 of a second; "
MilliSeconds,"millisecondes","plural translation of a 1/1000 of a second; "
Second,"seconde","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"secondes","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"minute","singular translation of a 1/60th of an hour; "
Minutes,"minutes","plural translation of a 1/60th of an hour; "
Hour,"heure","singular translation for a hour unit of measure; "
Hours,"heures","plural translation for a hour unit of measure; "
Day,"jour","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"jours","Plural translation for the unit of measure that represents 1/7th of a week; "
