Cp1252
"PersistenceRules",a001,"Add","Toevoegen",""
"PersistenceRules",a002,"Create","Maken",""
"PersistenceRules",a003,"Editing","Bewerken",""
"PersistenceRules",a004,"Remove","Verwijderen",""
"PersistenceRules",a005,"Actions","Acties",""
"PersistenceRules",a006,"Search","Zoeken",""
"PersistenceRules",a007,"Search","Zoeken",""
"PersistenceRules",a008,"New","Nieuw",""
"PersistenceRules",a009,"Search","Zoeken",""
"PersistenceRules",a010,"Search Results","Zoekresultaten",""
