GB2312
"Initialization",1,"AribaWeb Demonstration","AribaWeb 演示",""
"Initialization",2,"Sign in","登录",""
"Initialization",3,"Welcome %s","欢迎 %s",""
"Initialization",4,"(Not logged in)","(未登录)",""
"Initialization",5,"Home","主页",""
"Initialization",6,"Logout","注销",""
"Initialization",7,"Logout","注销",""
"Initialization",8,"Preferences","首选项",""
