sessionCache, "Отслеживание кэша объекта на уровне сеанса"
shutdown, "Сообщения, касающиеся последовательности завершения работы"
shutdown.aribaweb, "Сообщения, касающиеся последовательности завершения работы aribaweb"
shutdown.integrationChannel, "Сообщения, касающиеся последовательности завершения работы канала интеграции"
shutdown.scheduler, "Сообщения, касающиеся последовательности завершения работы планировщика"
smtp, "Отслеживание активности почтового сервера SMTP"
splitAccounting, "Отслеживание сведения о раздельном учете"
sqlio, "SQL I/0 и TransSQL"
sso, "Отслеживание единой регистрации"
sso_session, "Отслеживание управления сеансами единой регистрации"
sso_delegation, "Отслеживание делегирования при единой регистрации"
startup, "Сообщения запуска"
startup.amf, "Начальные сообщения системы обмена сообщениями"
startup.amf.base, "Сообщения системы обмена сообщениями при запуске"
startupTibco, "Сообщения запуска канала Tibco"
table, "Отслеживание мини-приложения AWTDataTable"
template, "Деятельность по созданию шаблонов"
tester, "Процесс тестирования"
threadpool, "Отслеживание ThreadPool"
transaction, "Высокоуровневые сведения о транзакциям базы данных"
transaction.graphs, "Восстановление графических объектов"
transformMetrics, "Сохранение показателей при преобразовании в портфель"
triggers, "Сообщения, касающиеся срабатывающих триггеров"
uiLogin, "Отслеживание сообщения страницы входы в систему Buyer"
uiTransaction, "Транзакции базы данных, отправленные клиентом"
uiTriggers, "Отслеживание триггеров для групп и полей"
unspscmanager, "Сообщения от диспетчера версий UNSPSC"
upload, "Загрузки данных в Ariba Buyer"
user, "Отслеживание операций с пользователями, группами, ролями и разрешениями"
util, "Сообщения о классах утилит"
util.io, "Сообщения о классах утилит ввода-вывода"
validation, "Импорт каталогов и проверка иерархии"
validity, "Отслеживание правильности страниц и групп"
visibility, "Отслеживание видимости групп и полей"
watchdog, "Сведения наблюдения за базой данных или сервером"
widgets, "Сообщения, связанные с компонентами мини-приложений Ariba"
wizard, "События мастеров, которые обычно относятся к подклассам"
wizardFrame, "Основные события мастеров, которые обычно относятся к подклассам"
wizardLow, "Низкоуровневые события мастеров"
workflow, "Отслеживание общих событий рабочего процесса"
workflowAction, "Действия и условия рабочего процесса"
workflowMonitoring, "Категория сообщения журнала для наблюдения за очередью рабочего процесса"
workforce, "Сообщения, связанные с трудовыми ресурсами"
workforce.invoicing, "Сообщения, связанные со счетами-фактурами трудовых ресурсов"
wsrp,"Удаленный портлет веб-службы"
xml, "Отслеживание компонента XML"
xmlsec, "Сообщения, сформированные библиотекой Apache xmlsecurity"
xmlsignature, "Отслеживание цифровых подписей"
xslt, "Отслеживание библиотеки преобразования XSL"
realmPurge, "Очистка данных в удаленной сфере"
translationsTask.details, "Подробная трассировка запланированной задачи обновления переводов UpdateTranslations"
openOfficeMaster,"Интеграция OpenOffice"
openOfficeMaster.details,"Сведения openoffice"
openOfficeMaster.openOffice,"Разное openoffice"
sdb.startup,"Запуск базы данных поставщиков"
sdb,"Основная база данных поставщиков "
sdb.scheduler,"Планировщик базы данных поставщиков"
catalog.facade,"Для поиска по каталогу, выполненного как DirectAction"
bpm,"Сообщение журнала, связанное с мониторингом бизнес-процесса"
