8859_1,,
copyright, "Copyright (c) 1996-2004 Ariba Inc. Tous droits réservés. Brevets en instance.",
versionWithPackWithDateWithPatch, "{0}.{1}.{2} Correctif logiciel {5} (compilations {3}, {4})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionWithPackNoDateWithPatch, "{0}.{1}.{2} Correctif logiciel {5} (compilation {3})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionWithPackWithDateNoPatch, "{0}.{1} Correctif logiciel {5} (compilations {3}, {4})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionWithPackNoDateNoPatch, "{0}.{1} Correctif logiciel {5} (compilation {3})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionNoPackWithDateWithPatch, "{0}.{1}.{2} (compilations {3}, {4})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionNoPackNoDateWithPatch, "{0}.{1}.{2} (compilation {3})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionNoPackWithDateNoPatch, "{0}.{1} (compilations {3}, {4})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
versionNoPackNoDateNoPatch, "{0}.{1} (compilation {3})", 0-major 1-minor 2-patch 3-build 4-date 5-svcpack
