Big5,,
MilliSecond,"毫秒","singular translation of a 1/1000 of a second; "
MilliSeconds,"毫秒","plural translation of a 1/1000 of a second; "
Second,"秒","singular translation for a Unit of measure that represents 1/60th of a minute; "
Seconds,"秒","plural translation for a Unit of measure that represents 1/60th of a minute; "
Minute,"分鐘","singular translation of a 1/60th of an hour; "
Minutes,"分鐘","plural translation of a 1/60th of an hour; "
Hour,"小時","singular translation for a hour unit of measure; "
Hours,"小時","plural translation for a hour unit of measure; "
Day,"天","singular translation of the unit of measure that represents one day (1/7th of a week); "
Days,"天","Plural translation for the unit of measure that represents 1/7th of a week; "
